Players,Team,BYE,POS,PassingCompletions,PassingAttempts,PassingYardsYDS,PassingTDS,RushingAttempts,RushingYards,RushingTDS,Catches,ReceivingYards,ReceivingTDS,FantasyPts,YardsPerCatch,YardsPreRun,PasYardsPerPass,CatchPercent,PassCompPercent,PassingInterceoptions,Season,Week
Adam Thielen,CAR,11,WR,,,,,0.00,0,0,0,0,0.0,0.00,-2.9,2.5,,0.00,,,2024,11
Michael Pittman Jr.,IND,14,WR,,,,,0.00,0,0,0,0,0.0,0.00,12.7,8.419354839,,0.00,,,2024,11
Darius Slayton,NYG,11,WR,,,,,0.00,0,0,0,0,0.0,0.00,0.9,2.6,,0.00,,,2024,11
Cedric Wilson,NO,12,WR,,,,,0.00,0,0,0,0,0.0,0.00,14.2,8.083739837,,0.00,,,2024,11
Keon Coleman,BUF,12,WR,,,,,0.00,0,0,0,0,0.0,0.00,13.8,4.853658537,,0.00,,,2024,11
Allen Robinson,DET,5,WR,,,,,0.00,0,0,0,0,0.0,0.00,12.7,6.299003322,,0.00,,,2024,11
Ainias Smith,PHI,5,WR,,,,,0.00,0,0,0,0,0.0,0.00,11.1,6.016949153,,0.00,,,2024,11
Simi Fehoko,LAC,5,WR,,,,,0.00,0,0,0,0,0.0,0.00,10.3,6.701320132,,0.00,,,2024,11
Irvin Charles,NYJ,12,WR,,,,,0.00,0,0,0,0,0.0,0.00,12.5,5.54011976,,0.00,,,2024,11
K.J. Osborn,NE,14,WR,,,,,0.00,0,0,0,0,0.0,0.00,13.9,7.10620155,,0.00,,,2024,11
DJ Chark,LAC,5,WR,,,,,0.00,0,0,0,0,0.0,0.00,14.7,7.201320132,,0.00,,,2024,11
Austin Trammell,JAC,12,WR,,,,,0.00,0,0,0,0,0.0,0.00,11.8,7.246078431,,0.00,,,2024,11
Tee Higgins,CIN,12,WR,,,,,0.00,0,0,0,0,0.0,0.00,13.9,9.738095238,,0.00,,,2024,11
Jordan Whitington,LAR,6,WR,,,,,0.00,0,0,0,0,0.0,0.00,11.2,6.823728814,,0.00,,,2024,11
Jaelon Darden,CLE,10,WR,,,,,0.00,0,0,0,0,0.0,0.00,13.1,7.145985401,,0.00,,,2024,11
Alex Bachman,LV,10,WR,,,,,0.00,0,0,0,0,0.0,0.00,10.0,6.701709402,,0.00,,,2024,11
Ramek Keyton,LV,10,WR,,,,,0.00,0,0,0,0,0.0,0.00,10.7,8.701709402,,0.00,,,2024,11
Jalen McMillan,TB,11,WR,,,,,0.00,0,0,0,0,0.0,0.00,1.7,1.2,,0.00,,,2024,11
Jamari Thrash,CLE,10,WR,,,,,0.00,0,0,0,0,0.0,0.00,13.1,9.045985401,,0.00,,,2024,11
Malik Heath,GB,10,WR,,,,,0.00,0,0,0,0,0.0,0.00,11.2,7.146153846,,0.00,,,2024,11
Scotty Miller,PIT,9,WR,,,,,0.00,0,0,0,0,0.0,0.00,11.7,4.67962963,,0.00,,,2024,11
KhaDarel Hodge,ATL,12,WR,,,,,0.00,0,0,0,0,0.0,0.00,12.1,9.505660377,,0.00,,,2024,11
Bryce Ford-Wheaton,NYG,11,WR,,,,,0.00,0,0,0,0,0.0,0.00,-1.1,1.1,,0.00,,,2024,11
Johnny Wilson,PHI,5,WR,,,,,0.00,0,0,0,0,0.0,0.00,11.1,8.916949153,,0.00,,,2024,11
Dee Eskridge,MIA,6,WR,,,,,0.00,0,0,0,0,0.0,0.00,7.7,6.431007752,,0.00,,,2024,11
Brandin Cooks,DAL,7,WR,,,,,0.00,0,0,0,0,0.0,0.00,12.9,6.580851064,,0.00,,,2024,11
DeAndre Carter,CHI,7,WR,,,,,0.00,0,0,0,0,0.0,0.00,11.9,6.5375,,0.00,,,2024,11
Trent Sherfield,MIN,6,WR,,,,,0.00,0,0,0,0,0.0,0.00,11.8,6.61147541,,0.00,,,2024,11
Tim Jones,JAC,12,WR,,,,,0.00,0,0,0,0,0.0,0.00,10.2,8.446078431,,0.00,,,2024,11
Velus Jones,CHI,7,WR,,,,,0.00,0,0,0,0,0.0,0.00,12.0,6.5375,,0.00,,,2024,11
Casey Washington,ATL,12,WR,,,,,0.00,0,0,0,0,0.0,0.00,11.3,8.205660377,,0.00,,,2024,11
Bryce Oliver,TEN,5,WR,,,,,0.00,0,0,0,0,0.0,0.00,11.7,4.396551724,,0.00,,,2024,11
Zach Pascal,ARI,11,WR,,,,,0.00,0,0,0,0,0.0,0.00,10.7,1.9,,0.00,,,2024,11
Tylan Wallace,BAL,14,WR,,,,,0.00,0,0,0,0,0.0,0.00,13.3,6.324390244,,0.00,,,2024,11
Chris Conley,SF,9,WR,,,,,0.00,0,0,0,0,0.0,0.00,9.7,5.253787879,,0.00,,,2024,11
Ronnie Bell,SF,9,WR,,,,,0.00,0,0,0,0,0.0,0.00,10.8,7.753787879,,0.00,,,2024,11
Zay Jones,ARI,11,WR,,,,,0.03,0,0,0,0,0.0,-0.01,10.2,4.5,,0.13,,,2024,11
Greg Dortch,ARI,11,WR,,,,,0.00,0,0,0,0,0.0,-0.06,10.3,1.5,,0.13,,,2024,11
Michael Wilson,ARI,11,WR,,,,,0.00,0,0,0,0,0.0,-0.15,13.1,2.6,,0.26,,,2024,11
Jalen Coker,CAR,11,WR,,,,,0.00,0,0,0,1,0.0,-0.26,-2.1,1.1,,0.20,,,2024,11
Deven Thompkins,CAR,11,WR,,,,,0.00,0,0,0,0,0.0,-0.32,-0.5,1.9,,0.20,,,2024,11
David Moore,CAR,11,WR,,,,,0.00,0,0,0,0,0.0,-0.37,1.0,1.4,,0.20,,,2024,11
Marvin Harrison Jr.,ARI,11,WR,,,,,0.00,0,0,0,-1,0.0,-0.37,15.3,5.6,,0.51,,,2024,11
Xavier Legette,CAR,11,WR,,,,,0.09,0,0,-1,1,0.0,-0.50,-1.7,4.3,,0.39,,,2024,11
Travis Kelce,KC,6,TE,,,,,0.00,0,0,7,54,0.7,16.83,7.7,8.00,,0.78,,,2024,11
Mark Andrews,BAL,14,TE,,,,,0.00,0,0,5,60,0.7,15.47,12.0,8.00,,0.84,,,2024,11
Brock Bowers,LV,10,TE,,,,,0.00,0,0,6,56,0.5,14.66,9.4,8.00,,0.86,,,2024,11
Sam LaPorta,DET,5,TE,,,,,0.00,0,0,4,58,0.7,14.25,14.4,8.00,,0.80,,,2024,11
Dalton Schultz,HOU,14,TE,,,,,0.00,0,0,4,58,0.5,12.86,14.5,8.00,,1.00,,,2024,11
Tucker Kraft,GB,10,TE,,,,,0.00,0,0,4,56,0.5,12.60,14.0,8.00,,1.00,,,2024,11
George Kittle,SF,9,TE,,,,,0.00,0,0,4,55,0.5,12.52,13.6,8.00,,1.00,,,2024,11
Evan Engram,JAC,12,TE,,,,,0.00,0,0,6,48,0.2,12.31,8.1,8.00,,0.75,,,2024,11
David Njoku,CLE,10,TE,,,,,0.00,0,0,5,58,0.2,12.25,11.5,8.00,,0.72,,,2024,11
Hunter Henry,NE,14,TE,,,,,0.00,0,0,5,56,0.3,12.17,11.2,8.00,,0.83,,,2024,11
Dallas Goedert,PHI,5,TE,,,,,0.00,0,0,4,45,0.5,11.58,11.3,8.00,,0.80,,,2024,11
Jonnu Smith,MIA,6,TE,,,,,0.00,0,0,4,45,0.5,11.54,11.2,8.00,,1.00,,,2024,11
Zach Ertz,WAS,14,TE,,,,,0.00,0,0,4,38,0.5,10.84,9.5,8.00,,0.80,,,2024,11
T.J. Hockenson,MIN,6,TE,,,,,0.00,0,0,5,40,0.2,10.50,7.9,8.00,,0.72,,,2024,11
Kyle Pitts,ATL,12,TE,,,,,0.00,0,0,4,46,0.2,10.08,11.5,8.00,,1.00,,,2024,11
Pat Freiermuth,PIT,9,TE,,,,,0.00,0,0,4,41,0.3,9.64,10.4,8.00,,0.80,,,2024,11
Jake Ferguson,DAL,7,TE,,,,,0.00,0,0,4,40,0.2,9.51,10.1,8.00,,1.00,,,2024,11
Mike Gesicki,CIN,12,TE,,,,,0.00,0,0,4,40,0.2,9.50,9.9,8.00,,0.67,,,2024,11
Cole Kmet,CHI,7,TE,,,,,0.00,0,0,3,30,0.2,7.51,10.1,8.00,,0.75,,,2024,11
Tyler Conklin,NYJ,12,TE,,,,,0.00,0,0,3,29,0.3,7.39,9.7,8.00,,0.75,,,2024,11
Will Dissly,LAC,5,TE,,,,,0.00,0,0,3,29,0.2,7.35,9.6,8.00,,0.75,,,2024,11
Dalton Kincaid,BUF,12,TE,,,,,0.00,0,0,3,34,0.2,7.34,11.5,8.00,,0.60,,,2024,11
Juwan Johnson,NO,12,TE,,,,,0.00,0,0,3,34,0.2,7.30,11.0,8.00,,0.44,,,2024,11
Taysom Hill,NO,12,TE,,,,,5.02,28,0,2,24,0.0,7.20,12.1,5.30,,0.29,,,2024,11
Davis Allen,LAR,6,TE,,,,,0.00,0,0,3,33,0.0,6.32,11.0,8.00,,0.75,,,2024,11
Chig Okonkwo,TEN,5,TE,,,,,0.00,0,0,3,31,0.0,6.05,10.1,8.00,,0.60,,,2024,11
Noah Fant,SEA,10,TE,,,,,0.00,0,0,3,25,0.0,5.49,8.3,8.00,,0.75,,,2024,11
Dawson Knox,BUF,12,TE,,,,,0.00,0,0,2,24,0.1,4.97,11.9,8.00,,0.40,,,2024,11
Jordan Akins,CLE,10,TE,,,,,0.00,0,0,2,22,0.0,4.22,11.1,8.00,,0.29,,,2024,11
Adam Trautman,DEN,14,TE,,,,,0.00,0,0,2,21,0.0,4.11,10.3,8.00,,0.67,,,2024,11
Brenton Strange,JAC,12,TE,,,,,0.00,0,0,2,20,0.0,4.00,10.0,8.00,,0.25,,,2024,11
Nick Varnett,TEN,5,TE,,,,,0.00,0,0,2,20,0.0,3.95,9.7,8.00,,0.40,,,2024,11
Josh Oliver,MIN,6,TE,,,,,0.00,0,0,2,19,0.0,3.88,9.3,8.00,,0.29,,,2024,11
Noah Gray,KC,6,TE,,,,,0.00,0,0,2,17,0.0,3.68,8.5,8.00,,0.22,,,2024,11
Tanner Hudson,CIN,12,TE,,,,,0.00,0,0,2,14,0.0,3.42,6.9,8.00,,0.33,,,2024,11
Darnell Washington,PIT,9,TE,,,,,0.00,0,0,1,13,0.0,2.34,13.5,8.00,,0.20,,,2024,11
Charlie Kolar,BAL,14,TE,,,,,0.00,0,0,1,13,0.0,2.26,12.9,8.00,,0.17,,,2024,11
Mo Alie-Cox,IND,14,TE,,,,,0.00,0,0,1,11,0.0,2.12,11.2,8.00,,0.50,,,2024,11
Brock Wright,DET,5,TE,,,,,0.00,0,0,1,11,0.0,2.11,11.1,8.00,,0.20,,,2024,11
John Bates,WAS,14,TE,,,,,0.00,0,0,1,11,0.0,2.09,10.8,8.00,,0.20,,,2024,11
Drew Ogletree,IND,14,TE,,,,,0.00,0,0,1,11,0.0,2.06,10.6,8.00,,0.50,,,2024,11
Austin Hooper,NE,14,TE,,,,,0.00,0,0,1,10,0.0,2.05,10.3,8.00,,0.17,,,2024,11
Jeremy Ruckert,NYJ,12,TE,,,,,0.00,0,0,1,10,0.0,2.04,10.3,8.00,,0.25,,,2024,11
Colby Parkinson,LAR,6,TE,,,,,0.00,0,0,1,10,0.0,2.04,10.3,8.00,,0.25,,,2024,11
Hayden Hurst,LAC,5,TE,,,,,0.00,0,0,1,10,0.0,2.03,10.2,8.00,,0.25,,,2024,11
Lucas Krull,DEN,14,TE,,,,,0.00,0,0,1,10,0.0,2.01,10.2,8.00,,0.33,,,2024,11
Grant Calcaterra,PHI,5,TE,,,,,0.00,0,0,1,10,0.0,1.99,9.7,8.00,,0.20,,,2024,11
Gerald Everett,CHI,7,TE,,,,,0.00,0,0,1,9,0.0,1.96,9.5,8.00,,0.25,,,2024,11
Harrison Bryant,LV,10,TE,,,,,0.00,0,0,1,9,0.0,1.90,8.6,8.00,,0.15,,,2024,11
AJ Barner,SEA,10,TE,,,,,0.00,0,0,1,9,0.0,1.89,8.9,8.00,,0.25,,,2024,11
Cade Otton,TB,11,TE,,,,,0.00,0,0,0,0,0.0,0.29,-0.6,8.00,,1.00,,,2024,11
Theo Johnson,NYG,11,TE,,,,,0.00,0,0,0,0,0.0,0.14,1.7,8.00,,1.00,,,2024,11
Brevyn Spann-Ford,DAL,7,TE,,,,,0.00,0,0,0,0,0.0,0.00,9.2,8.00,,0.00,,,2024,11
Cade Stover,HOU,14,TE,,,,,0.00,0,0,0,0,0.0,0.00,10.6,8.00,,0.00,,,2024,11
Ben Sims,GB,10,TE,,,,,0.00,0,0,0,0,0.0,0.00,11.1,8.00,,0.00,,,2024,11
Eric Saubert,SF,9,TE,,,,,0.00,0,0,0,0,0.0,0.00,11.5,8.00,,0.00,,,2024,11
Chris Manhertz,NYG,11,TE,,,,,0.00,0,0,0,0,0.0,0.00,-0.1,8.00,,0.00,,,2024,11
Julian Hill,MIA,6,TE,,,,,0.00,0,0,0,0,0.0,0.00,10.3,8.00,,0.00,,,2024,11
Payne Durham,TB,11,TE,,,,,0.00,0,0,0,0,0.0,0.00,0.6,8.00,,0.00,,,2024,11
Charlie Woerner,ATL,12,TE,,,,,0.00,0,0,0,0,0.0,0.00,8.6,8.00,,0.00,,,2024,11
Elijah Higgins,ARI,11,TE,,,,,0.00,0,0,0,0,0.0,-0.08,0.7,8.00,,0.17,,,2024,11
Ian Thomas,CAR,11,TE,,,,,0.00,0,0,0,0,0.0,-0.15,-0.8,8.00,,0.25,,,2024,11
Trey McBride,ARI,11,TE,,,,,0.00,0,0,0,0,0.0,-0.38,0.4,8.00,,0.83,,,2024,11
Ja'Tavion Sanders,CAR,11,TE,,,,,0.00,0,0,0,0,0.0,-0.49,0.0,8.00,,0.75,,,2024,11
